Title,Abstract,Authors,DOI,DOI link,Venue,Citation count,Year,Industrial Application Focus,"Reasoning for ""Industrial Application Focus""",Industrial Water Context,"Reasoning for ""Industrial Water Context""",Metal Scope Relevance,"Reasoning for ""Metal Scope Relevance""",Microalgae Biosorbent,"Reasoning for ""Microalgae Biosorbent""",Microalgae Component Required,"Reasoning for ""Microalgae Component Required""",Quantitative Performance Data,"Reasoning for ""Quantitative Performance Data""",Study Type,"Reasoning for ""Study Type""",Target Metals,"Reasoning for ""Target Metals""",Screening judgement,"Reasoning for ""Screening judgement""",Screening score
"Dual Benefits of Microalgae in Bioremediation Pollutant Removal and Biomass Valorization, a Review","It has been known that microalgae are efficient solar converters, able to sequester CO2 photosynthetically, utilize nutrients such as nitrogen and phosphorus, in addition to organic compounds from various wastes as municipal and industrial wastewaters and accumulate metals from aquatic environments. They can also survive in harsh conditions that would harm other creatures. Microalgae can be applied in waste remediation either in the form of single species monoculture or in the form of combined consortia, either as combined microalgal species or as microalgal-bacterial consortia. Application of remediating consortia is more effective due to the cooperative role of each organism. Moreover, the process of microalgal-based waste treatment offers an interesting option to engage the biomass in various applications as biofuel and pharmaceuticals industries. This adds an interesting value for using microalgae in bioremediation process, providing a dual eco-friendly and economically feasible benefit. This chapter reviews the recent studies applying microalgae for degradation of xenobiotics and remediation of various types of wastewaters, including municipal, agricultural, and industrial ones, along with the desalination concentrate (DC) (brine), in addition to attempts to valorize the resulting biomass for various useful applications, such as biogas and biodiesel production, or simply as animal feed.",M. Ismail,10.1201/9780429293931-9,https://doi.org/10.1201/9780429293931-9,-,3,2021,maybe,"While industrial wastewater treatment is included, the paper appears to cover multiple contexts including municipal and agricultural wastewaters, not exclusively industrial applications.",maybe,"The paper mentions industrial wastewaters among other types (municipal, agricultural), but it's not exclusively focused on industrial conditions. It also covers other water types.",maybe,"The abstract doesn't specify which metals are studied, making it impossible to confirm if target metals are included.",yes,"The paper discusses microalgae for metal accumulation and waste remediation, indicating it covers microalgae as biosorbents.",yes,"The paper clearly focuses on microalgae as a key component, discussing both single species and consortia with microalgae.",no,The abstract does not explicitly mention reporting quantitative biosorption performance data. It discusses applications broadly but doesn't indicate specific performance metrics.,no,"This appears to be a review chapter rather than an experimental investigation. While it reviews experimental studies, it is not itself an experimental investigation or systematic review/meta-analysis.",maybe,"While the abstract mentions ""metals"" generally, it doesn't specify which metals are targeted. There's no explicit mention of copper or other critical metals.",Include,"A review chapter exploring microalgae's potential in waste remediation across multiple water types, with broad applications in bioremediation and biomass valorization. While demonstrating microalgae's biosorption capabilities, the study lacks specific quantitative performance data and clear identification of target metals, limiting its alignment with precise screening criteria. The comprehensive overview suggests potential industrial relevance but falls short of meeting all detailed screening requirements.",2.9
Removal of various contaminants from water by renewable lignocellulose-derived biosorbents: a comprehensive and critical review,"Abstract Contaminants in water bodies cause potential health risks for humans and great environmental threats. Therefore, the development and exploration of low-cost, promising adsorbents to remove contaminants from water resources as a sustainable option is one focus of the scientific community. Here, we conducted a critical review regarding the application of pristine and modified/treated biosorbents derived from leaves for the removal of various contaminants. These include potentially toxic cationic and oxyanionic metal ions, radioactive metal ions, rare earth elements, organic cationic and anionic dyes, phosphate, ammonium, and fluoride from water media. Similar to lignocellulose-based biosorbents, leaf-based biosorbents exhibit a low specific surface area and total pore volume but have abundant surface functional groups, high concentrations of light metals, and a high net surface charge density. The maximum adsorption capacity of biosorbents strongly depends on the operation conditions, experiment types, and adsorbate nature. The absorption mechanism of contaminants onto biosorbents is complex; therefore, typical experiments used to identify the primary mechanism of the adsorption of contaminants onto biosorbents were thoroughly discussed. It was concluded that byproduct leaves are renewable, biodegradable, and promising biosorbents which have the potential to be used as a low-cost green alternative to commercial activated carbon for effective removal of various contaminants from the water environment in the real-scale plants.","Hai Nguyen Tran, H. Nguyen, S. Woo, T. V. Nguyen, S. Vigneswaran, Ahmad Hosseini-Bandegharaei, J. Rinklebe, Ajit Kumar Sarmah, A. Ivanets, G. Dotto, Tho Truong Bui, R. Juang, Huan-Ping Chao",10.1080/10643389.2019.1607442,https://doi.org/10.1080/10643389.2019.1607442,Critical reviews in environmental science and technology,91,2019,maybe,"While ""real-scale plants"" are mentioned, the focus appears to be on general water treatment rather than specifically industrial wastewater treatment.",maybe,"The paper discusses ""water media"" and ""real-scale plants"" but doesn't specifically mention industrial wastewaters. The context appears to be more general water treatment.",maybe,"The paper does include relevant metals (rare earth elements, radioactive metals) but also covers many non-target contaminants like dyes, phosphate, and fluoride.",no,"The paper explicitly focuses on leaf-based biosorbents, not microalgae.",no,The paper focuses exclusively on leaf-based biosorbents. There is no mention of microalgae anywhere in the abstract.,maybe,"The paper discusses adsorption capacity but appears to do so in a general review context rather than reporting specific quantitative data. It mentions that ""maximum adsorption capacity"" is discussed, but doesn't present specific data.",no,"This is a critical review paper, not an experimental investigation. While reviews can be included, this appears to be a narrative review rather than a systematic review/meta-analysis.",maybe,"The paper covers ""potentially toxic cationic and oxyanionic metal ions, radioactive metal ions, rare earth elements"" which includes some target metals, but it's not specifically focused on copper or the primary target metals.",Exclude,"The study focuses on leaf-based biosorbents for water treatment, which fundamentally fails the microalgae-specific screening requirements. While the paper covers various contaminants and includes some target metals, it lacks the critical microalgae component and does not meet the specific experimental or systematic review criteria. The broad scope and narrative review approach further diminish its alignment with the targeted screening parameters.",1.4
A review on adsorptive separation of toxic metals from aquatic system using biochar produced from agro-waste.,"Water is a basic and significant asset for living beings. Water assets are progressively diminishing due to huge populace development, industrial activities, urbanization and rural exercises. Few heavy metals include zinc, copper, lead, nickel, cadmium and so forth can easily transfer into the water system either direct or indirect activities of electroplating, mining, tannery, painting, fertilizer industries and so forth. The different treatment techniques have been utilized to eliminate the heavy metals from aquatic system, which includes coagulation/flocculation, precipitation, membrane filtration, oxidation, flotation, ion exchange, photo catalysis and adsorption. The adsorption technique is a better option than other techniques because it can eliminate heavy metals even at lower metal ions concentration, simplicity and better regeneration behavior. Agricultural wastes are low-cost biosorbent and typically containing cellulose have the ability to absorb a variety of contaminants. It is important to note that almost all agro wastes are no longer used in their original form but are instead processed in a variety of techniques to improve the adsorption capacity of the substance. The wide range of adsorption capacities for agro waste materials were observed and almost more than 99% removal of toxic pollutants from aquatic systems were achieved using modified agro-waste materials. The present review aims at the water pollution due to heavy metals, as well as various heavy metal removal treatment procedures. The primary objectives of this research is to include an overview of adsorption and various agriculture based adsorbents and its comparison in heavy metal removal.
Copyright © 2021 Elsevier Ltd. All rights reserved.","P. Kumar, R. Gayathri, B. Rathi",10.1016/j.chemosphere.2021.131438,https://doi.org/10.1016/j.chemosphere.2021.131438,Chemosphere,77,2021,yes,"The paper appears to have an industrial wastewater treatment context, discussing various industrial sources of heavy metals.",yes,"The paper mentions industrial activities (electroplating, mining, tannery, painting, fertilizer industries) and their impact on water systems, suggesting industrial water context is included.",yes,"The paper includes relevant metals (copper, nickel) but also focuses on non-target metals. However, this alone wouldn't disqualify it if other criteria were met.",no,"The paper does not investigate microalgae as biosorbents. It focuses entirely on agricultural waste materials, which is a clear violation of this criterion.",no,"The paper focuses exclusively on agricultural wastes as biosorbents and does not mention microalgae anywhere in the abstract, which is a critical failing for inclusion.",maybe,"The abstract mentions ""almost more than 99% removal"" but does not provide specific quantitative data. Elicit notes that it is unclear if the full paper contains detailed quantitative performance data.",maybe,"The paper is a review paper, not an experimental investigation. While reviews are acceptable per the criteria, Elicit notes that the abstract suggests this is a narrative review rather than a systematic review or meta-analysis, as it doesn't mention systematic methodology or meta-analysis.",yes,"The paper discusses relevant metals including copper and nickel, which are within the target metals scope. However, it also covers non-target metals like lead and cadmium.",Exclude,"The study focuses on agricultural waste materials for heavy metal removal, lacking any microalgae component which is a critical screening requirement. While the paper discusses relevant metals and industrial water contexts, the absence of microalgae as a biosorbent and its narrative review format disqualify it from meeting the systematic review criteria. The research primarily examines agricultural waste adsorption techniques without addressing the specific microalgae biosorption focus.",0.1
Microbial recovery of rare earth elements from various waste sources: a mini review with emphasis on microalgae,"Abstract Rare Earth Elements (REEs) are indispensable in contemporary technologies, influencing various aspects of our daily lives and environmental solutions. The escalating demand for REEs has led to increased exploitation, resulting in the generation of diverse REE-bearing solid and liquid wastes. Recognizing the potential of these wastes as secondary sources of REEs, researchers are exploring microbial solutions for their recovery. This mini review provides insights into the utilization of microorganisms, with a particular focus on microalgae, for recovering REEs from sources such as ores, electronic waste, and industrial effluents. The review outlines the principles and distinctions of bioleaching, biosorption, and bioaccumulation, offering a comparative analysis of their potential and limitations. Specific examples of microorganisms demonstrating efficacy in REE recovery are highlighted, accompanied by successful methods, including advanced techniques for enhancing microbial strains to achieve higher REE recovery. Moreover, the review explores the environmental implications of bio-recovery, discussing the potential of these methods to mitigate REE pollution. By emphasizing microalgae as promising biotechnological candidates for REE recovery, this mini review not only presents current advances but also illuminates prospects in sustainable REE resource management and environmental remediation.","M. Vítová, Dana Mezricky",10.1007/s11274-024-03974-4,https://doi.org/10.1007/s11274-024-03974-4,World Journal of Microbiology & Biotechnology,10,2024,yes,"The paper has a clear industrial focus, discussing industrial effluents and REE recovery from industrial sources. This criterion is met.",yes,"The paper mentions industrial effluents as one of the sources, along with ores and electronic waste. This criterion is met.",yes,"The paper focuses exclusively on REEs, which are target metals according to the criteria. This criterion is met.",yes,"The paper explicitly discusses microalgae as biosorbents for REE recovery, including bioleaching, biosorption, and bioaccumulation. This criterion is met.",yes,"The paper specifically focuses on microalgae as biosorbents, with ""particular focus on microalgae"" mentioned in the abstract. This criterion is clearly met.",maybe,"The abstract does not explicitly mention specific quantitative performance data. While the paper likely contains such data in its review, we cannot confirm this from the abstract alone.",maybe,"This is a mini review paper, not an experimental investigation. While it discusses experimental work, it is not primary research. However, systematic reviews are included in the criteria, so this partially meets the criterion.",yes,"The paper focuses on Rare Earth Elements (REEs), which are explicitly mentioned as target metals in the criteria. This criterion is clearly met.",Include,"A mini review focusing on microalgae for Rare Earth Element recovery demonstrates strong alignment with screening criteria, particularly in targeting critical metals, industrial water contexts, and biosorbent applications. The study comprehensively explores microalgae's potential in industrial effluent treatment and metal recovery, meeting most screening requirements with only minor uncertainties around quantitative performance data reporting.",4.3
A Review about Microalgae Wastewater Treatment for Bioremediation and Biomass Production—A New Challenge for Europe,"Microalgae have received much attention in the last few years. Their use is being extended to different fields of application and technologies, such as food, animal feed, and production of valuable polymers. Additionally, there is interest in using microalgae for removal of nutrients from wastewater. Wastewater treatment with microalgae allows for a reduction in the main chemicals responsible for eutrophication (nitrogen and phosphate), the reduction of organic substrates (by decreasing parameters such as BOD and COD) and the removal of other substances such as heavy metals and pharmaceuticals. By selecting and reviewing 202 articles published in Scopus between 1992 and 2020, some aspects such as the feasibility of microalgae cultivation on wastewater and potential bioremediation have been investigated and evaluated. In this review, particular emphasis was placed on the different types of wastewaters on which the growth of microalgae is possible, the achievable bioremediation and the factors that make large-scale microalgae treatment feasible. The results indicated that the microalgae are able to grow on wastewater and carry out effective bioremediation. Furthermore, single-step treatment with mixotrophic microalgae could represent a valid alternative to conventional processes. The main bottlenecks are the large-scale feasibility and costs associated with biomass harvesting.","Eugenio Geremia, M. Ripa, C. M. Catone, S. Ulgiati",10.3390/environments8120136,https://doi.org/10.3390/environments8120136,Environments,56,2021,maybe,"The focus appears to be on general wastewater treatment rather than specifically industrial applications. The abstract mentions food, animal feed, and polymer production, but not industrial wastewater treatment.",maybe,"The abstract mentions ""different types of wastewaters"" but does not specifically indicate industrial wastewaters. It appears to be a broader review of wastewater treatment.",maybe,"While heavy metals are mentioned, there is no indication that the target metals (copper, nickel, cobalt, etc.) are specifically included.",yes,"The study clearly investigates microalgae for removal of substances including heavy metals from wastewater, meeting the criterion for microalgae as a biosorbent.",yes,"Microalgae are the central focus of this study, meeting the criterion for including microalgae as a biosorbent component.",maybe,"The abstract does not explicitly mention specific quantitative performance data, though it references ""achievable bioremediation."" As a review paper, it likely contains such data, but this is not certain from the abstract alone.",yes,"This is a systematic review of 202 articles, which meets the criterion for an experimental investigation or systematic review/meta-analysis.",maybe,"The abstract only mentions ""heavy metals"" generally, without specifying which ones. It does not explicitly mention copper or any of the target critical metals.",Include,"A systematic review of microalgae wastewater treatment demonstrates potential for bioremediation across multiple applications, with microalgae serving as a biosorbent for various substances. While the study encompasses broad wastewater treatment perspectives, it lacks specific focus on industrial contexts and target critical metals, creating uncertainty about precise alignment with screening criteria. The review highlights microalgae's versatility but may not fully meet the detailed requirements of the screening protocol.",3.2
Remediation strategies for heavy metals contaminated ecosystem: A review,"Industries and anthropogenic activities around us engender our natural resources with their noxious discharge, untreated waste water or sludge containing variety of heavy metals. These toxic metals in turn are emerging health risks for living beings triggering allergies, infection, defects and diseases. Consequently, there is evolving needs for ecologically safe, systematic and novel approach to remediate these toxic heavy metals. Physical, chemical and biological methods have not been much effective in dealing of contaminated ecosystem. These conventional approaches have limitation in terms of higher cost, energy consumption and less efficiency. Overcoming their drawbacks, adsorption, a physico-chemical surface phenomenon came to light which is a way cheaper, effective, flexible, reactive and efficient technique for eliminating heavy metals like cobalt, chromium, lead, nickel, mercury, arsenic, uranium, cadmium, copper etc. Modulating chemical and physical characteristics of microbes, lignocellulosic material, industrial waste biomass, nanotubes, metal organic frameworks (MOFs) and nanocomposite material, escorts in fabricating a magnificent adsorbent. This review critically evaluates various type of adsorbents, their application and adsorption efficiency. It also analysed the parameters affecting the adsorption processes.","Mahendra Kumar, A. Seth, Alakh Kumar Singh, M. Rajput, M. Sikandar",10.1016/j.indic.2021.100155,https://doi.org/10.1016/j.indic.2021.100155,Environmental and Sustainability Indicators,82,2021,yes,The paper clearly focuses on industrial wastewater treatment and contaminated ecosystems.,yes,"The paper discusses industrial wastewater and contaminated ecosystems, meeting this criterion.",yes,"The paper includes several target metals (copper, nickel, cobalt) along with other metals, meeting this criterion.",no,There is no explicit mention of microalgae as biosorbents. The paper appears to focus on other types of adsorbents.,no,"The abstract mentions ""microbes"" broadly but doesn't specifically mention microalgae. It focuses more on other adsorbents like lignocellulosic material, industrial waste biomass, and nanomaterials. This is a significant concern.",maybe,"The abstract mentions ""adsorption efficiency"" but doesn't explicitly state whether quantitative performance data is reported. There's uncertainty here.",maybe,"The paper is a review paper, which meets the criterion as systematic reviews are explicitly included. However, it appears to be a general review rather than a systematic review/meta-analysis.",yes,"The paper mentions several target metals including copper, nickel, and cobalt, which meets this criterion.",Include,"The review paper addresses industrial wastewater treatment and heavy metal removal, covering multiple target metals and industrial contexts. However, critical screening criteria related to microalgae biosorbents are not met, with no explicit mention of microalgae as a treatment component. Quantitative performance data reporting remains uncertain, further complicating potential inclusion.",2.7
ADVANCES IN DECONTAMINATION OF TOXIC METALS BY MICROALGAE: MECHANISMS OF ACTION AND INFLUENCING FACTORS,"The intensification of human activities has resulted in pervasive toxic metal pollution in water bodies, thereby endangering ecosystems and human health through bioaccumulation in food chains. Decontamination technology, recognized for its cost-effectiveness, versatility, and minimal secondary pollution, has garnered considerable attention. Among the diverse methods, photosynthetic microalgae exhibit considerable potential in the purification of toxic metals. These microalgae actively remove toxic metals through diverse molecular mechanisms during their life cycle, and continue to purify water via residual adsorption after death. This review explores the molecular response mechanisms of microalgae under toxic metal stress and the environmental factors affecting their decontamination efficiency. A comparative analysis of live vs. non-living algal biomass highlights the dynamic remediation advantages of live algae and the rapid treatment potential of non-living algae. The present review also discusses the sustainability and regeneration potential of microalgae as biosorbents. Furthermore, it elucidates the potential of microalgae-based toxic metal applications, while also delineating the challenges in the domain of toxic metal decontamination.","Zi-Chao Gong, Yan-Wen Zhang, Qi Zhou, Jin Ma, Li-Rong Song, Yun-Lu Jia",10.3724/1000-3207.2025.2025.0033,https://doi.org/10.3724/1000-3207.2025.2025.0033,Acta Hydrobiologica Sinica,0,2025,maybe,The abstract discusses water decontamination broadly but does not specifically mention industrial wastewater treatment applications. This creates uncertainty about the application focus.,maybe,"The abstract mentions ""water bodies"" generally but does not specify industrial wastewaters or synthetic solutions. This creates uncertainty about the water context.",maybe,"The abstract only mentions ""toxic metals"" generally, without specifying which metals are covered. This creates uncertainty about whether it includes the target metals of interest.",yes,"The paper clearly focuses on microalgae as biosorbents, both living and non-living, meeting this criterion fully.",yes,"The paper clearly focuses on microalgae as biosorbents, both living and non-living, meeting this criterion fully.",maybe,"The abstract does not explicitly mention specific quantitative data, though it discusses ""decontamination efficiency"" and ""remediation advantages."" As a review, it likely includes such data, but this is not certain from the abstract alone.",maybe,"The paper is a review, which meets the criterion as systematic reviews are explicitly included. However, there is some uncertainty about whether it is a systematic review or a narrative review.",maybe,"The abstract only mentions ""toxic metals"" generally, without specifying which metals are covered. This creates significant uncertainty about whether it includes the target metals of interest.",Include,"A review paper exploring microalgae's potential in toxic metal decontamination, with clear focus on microalgae as biosorbents but significant uncertainties regarding specific metal targets, industrial water context, and quantitative performance data. While meeting some key screening criteria, the abstract lacks explicit details about critical aspects like target metals and industrial application focus, creating ambiguity about its comprehensive alignment with the screening requirements.",3.5
Innovative Strategies for Microalgae-Based Bioproduct Extraction in Biorefineries: Current Trends and Future Solutions Integrating Wastewater Treatment,"Recently, microalgae have emerged as a promising feedstock for biorefineries, offering significant potential for producing high-value bio-based products in areas such as biofuels, nutraceuticals, and environmental management. This study, therefore, undertook an in-depth bibliometric review of 535 articles out of 736 publications published between 2010 and 2024 and sourced from the Scopus database. With the use of the VOS-viewer software, this work identified the major trends within significant research areas in terms of focus and global collaboration networks that pertain to microalgae-based bioproducts. Also, it explored cutting-edge techniques for bioproduct extraction and processing that are both efficient and eco-friendly. This analysis also showed a remarkable growth in output, with peaks in the year 2022, reflecting an interest in renewable energy and methods of sustainable production. The main keywords identified deal with subject areas such as energy, environmental science, and chemical engineering. The dominant technologies referred to dealing with lipid extraction, bio-crude production, and nutrient recycling. While addressing cost, scale-up, and environmental concerns, there is still a need to improve extraction techniques like ultrasonic treatment, supercritical fluid treatment, and enzymatic treatment. Other emerging areas of research include genetic engineering and integrated biorefinery models, which are expected to provide a roadmap for future advancements in the field. The challenges innate in meeting this through innovation and optimization will be the key to realizing the full potential of microalgae to contribute to the circular bioeconomy.","Abdurahman Hamid Nour, Aiman A. Bin Mokaizh, M. Alazaiza, Mohammed J. K. Bashir, Sara Elkheir Mustafa, Abdullah O. Baarimah",10.3390/su162310565,https://doi.org/10.3390/su162310565,Sustainability,10,2024,no,"While the paper discusses industrial applications, they are not related to wastewater treatment but rather to biofuels, nutraceuticals, and general environmental management.",no,The abstract doesn't discuss wastewater treatment or industrial water applications. The focus is on biorefinery applications and bio-based products.,no,The abstract doesn't mention any metal removal applications or target metals.,no,"The paper doesn't investigate microalgae as biosorbents for metal removal. Instead, it focuses on microalgae as a feedstock for various bioproducts.",no,"While microalgae are the central focus of the paper, it's not in the context of biosorption but rather as a feedstock for biorefineries and bio-based products.",no,The abstract doesn't mention any specific quantitative biosorption performance data. It focuses on general trends and research areas rather than specific performance metrics.,no,"This is a bibliometric review of 535 articles, not an experimental investigation or systematic review/meta-analysis of primary research. While it analyzes research papers, it's focused on bibliometric trends rather than synthesizing experimental results.",no,"The abstract doesn't mention any metal removal or biosorption applications. While it discusses environmental management broadly, there's no specific focus on metal removal.",Exclude,"The bibliometric review focuses on microalgae biorefinery applications and does not address metal biosorption, industrial wastewater treatment, or quantitative performance metrics related to metal removal. None of the specified screening criteria are met, as the study's scope is centered on bio-based product development and research trends rather than metal recovery or biosorption processes.",0.1
Copper Requirement and Acquisition by Marine Microalgae,"Copper is a critical metal nutrient required by marine microalgae but may be toxic when supplied in excess. Maintaining an optimal intracellular Cu content is thus fundamentally necessary for microalgae and relies on cellular regulatory metabolisms and the process of Cu uptake that buffers the variation in environmental Cu availability. In this article the current progress in understanding the Cu requirements and acquisition mechanisms of marine microalgae is reviewed. Cu requirement by microalgae is primarily determined by the amount of Cu-dependent enzymes involved in cellular metabolisms and can be adjusted by Cu-sparing pathways. Decrease in metabolic Cu quotas caused a decline in the abundance of cuproenzymes and the dependent cellular metabolisms, and an induction of Cu acquisition pathways. Conventional models of Cu uptake describe the dependence of Cu uptake rate on free Cu2+ ions or kinetically labile species. A reductive, high-affinity Cu uptake system in marine microalgae is identified which enables cells to directly utilize organically complexed Cu, highlighting the importance of cell surface Cu reduction in the marine Cu cycle. This review provides new insights into Cu uptake models that may update the existing knowledge of Cu availability in the ocean.",L. Kong,10.3390/microorganisms10091853,https://doi.org/10.3390/microorganisms10091853,Microorganisms,11,2022,no,The paper appears to focus on natural marine environments and biological processes rather than industrial wastewater treatment applications.,no,The paper discusses marine environments and oceanic conditions rather than industrial wastewaters or synthetic industrial solutions.,yes,"The paper focuses on copper, which is a target metal, but in a different context than intended by the screening criteria.",no,"While the paper discusses microalgae and copper interactions, it focuses on copper uptake for nutritional purposes rather than using microalgae as biosorbents for metal removal. The context is biological nutrition rather than wastewater treatment.",yes,"The paper specifically focuses on marine microalgae, meeting this criterion.",no,The abstract does not indicate any reporting of quantitative biosorption performance data. It focuses on describing mechanisms and processes rather than presenting specific removal efficiencies or capacities.,maybe,"This is a review article, not an experimental investigation. While reviews are acceptable per the criteria, this appears to be a narrative review rather than a systematic review/meta-analysis.",yes,"The paper focuses on copper, which is one of the target metals.",Include,"The study focuses on copper uptake mechanisms in marine microalgae, primarily addressing biological and nutritional aspects rather than industrial wastewater treatment. While the paper includes a target metal (copper) and involves microalgae, it lacks quantitative performance data, industrial water context, and specific biosorption application. The research appears more aligned with marine biological processes than industrial metal removal strategies.",2.5
"Review on the Removal of Metal Ions from Effluents Using Seaweeds, Alginate Derivatives and Other Sorbents Revue sur l’enlèvenement des ions métalliques des effluents par l’utilisation des macro-algues, des dérivés d’alginate et autres sorbants","Biosorbents, especially those derived from seaweed (macroscopic algae) and alginate derivatives, exhibit high affinity for many metal ions. Because biosorbents are widely abundant (usually biodegradable) and less expensive than industrial synthetic adsorbents, they hold great potential for the removal of toxic metals from industrial effluents. Various studies have demonstrated the efficiency of living and non-living micro-organisms, such as bacteria, yeasts, moulds, micro-algae, cyanobacteria and biomass from water treatment sewage to remove metals from solution. Several types of organic and inorganic biomass have also been used as sorbent materials. In addition, by-products from the forestry industry, as well as agriculture waste and natural sorbents, have also been studied. This paper reviews and summarizes some key recent developments in these areas and it describes and discusses some specific applications of selected natural sorbents.","Jean, F. Blais, Patricio, a., riveros",-,-,-,0,2023,yes,"The paper explicitly focuses on industrial applications, mentioning ""industrial effluents"" and ""industrial synthetic adsorbents.""",yes,"The abstract mentions ""industrial effluents"" specifically, meeting this criterion.",maybe,"The abstract does not specify which metals are covered, making it impossible to confirm if target metals are included.",maybe,"While micro-algae are mentioned, they appear to be just one of many biosorbents discussed, including bacteria, yeasts, moulds, and other materials. The focus seems broader than just microalgae.",maybe,"The paper mentions micro-algae as one of several biosorbents studied, but it is not clear if this is a major focus or just a minor mention among many other sorbents.",maybe,"The abstract does not explicitly mention specific quantitative performance data, though it discusses ""efficiency"" in general terms. As a review, it likely contains such data, but this is not clear from the abstract.",maybe,"The paper appears to be a review paper rather than an experimental investigation, as it is described as ""reviewing and summarizing"" rather than presenting original experimental data.",maybe,"The abstract only mentions ""toxic metals"" and ""metal ions"" in general terms, without specifying which metals are covered. It is not clear if the paper includes the target metals of interest.",Include,"A broad review of biosorbents covering multiple materials and applications, with limited specificity around target metals and microalgae performance. While touching on industrial effluent treatment and mentioning microalgae, the paper lacks clear quantitative data and precise focus on critical metal removal. The review's wide-ranging approach suggests potential relevance but insufficient detail to confidently meet all screening criteria.",3.1
"Occurrence of antibiotics in waters, removal by microalgae-based systems, and their toxicological effects: A review.","Global antibiotics consumption has been on the rise, leading to increased antibiotics release into the environment, which threatens public health by selecting for antibiotic resistant bacteria and resistance genes, and may endanger the entire ecosystem by impairing primary production. Conventional bacteria-based treatment methods are only moderately effective in antibiotics removal, while abiotic approaches such as advanced oxidation and adsorption are costly and energy/chemical intensive, and may cause secondary pollution. Considered as a promising alternative, microalgae-based technology requires no extra chemical addition, and can realize tremendous CO
Copyright © 2021 Elsevier B.V. All rights reserved.","Chong Yu, Hao Pang, Jing-Han Wang, Zhan-you Chi, Qian Zhang, Fanzhuo Kong, Yong-Ping Xu, Shu-Ying Li, Jian Che",10.1016/j.scitotenv.2021.151891,https://doi.org/10.1016/j.scitotenv.2021.151891,Science of the Total Environment,86,2021,no,The context appears to be environmental/health-focused rather than specifically industrial wastewater treatment.,no,"The abstract does not specify the type of water being treated. It only mentions ""environment"" and ""ecosystem"" in general terms.",no,"The study focuses on antibiotics removal, not metal removal. None of the target metals are mentioned.",no,"While microalgae are mentioned, they're discussed in the context of antibiotics removal, not metal removal.",yes,"The abstract does discuss microalgae as a treatment component, so this criterion is met.",no,The abstract does not mention any specific quantitative biosorption performance data. It only discusses the technology in general terms.,maybe,The abstract does not clearly indicate whether the study is an experimental investigation or a systematic review/meta-analysis. There is significant uncertainty about the study type.,no,"The abstract focuses on antibiotics removal, not metal removal. There is no mention of any target metals.",Exclude,"The abstract focuses on antibiotics removal using microalgae, which fundamentally diverges from the screening criteria targeting metal removal in industrial wastewater. Critical requirements such as quantitative performance data, target metal analysis, and industrial application context are not met, rendering the study non-compliant with the specified screening parameters.",0.1
A critical review on production of biopolymers from algae biomass and their applications.,"Algae is abundantly present in our ecosystems and can be easily extracted and used for production of biopolymers. Algae does not produce any anthropogenic, harmful effects, has a good growth rate, and cultivable in wastewater. This literature elucidates the potential of algae biomass by comparing various seaweed and microalgae strains. The routes for biopolymer production were portrayed and their novel methods of isolation such as microwave assisted, ultrasound assisted, and subcritical water assisted extraction are discussed in detail. These novel methods are observed to be highly efficient compared to conventional solvent extraction, with the microwave assisted and ultrasound assisted processes yielding 33% and 5% more biopolymer respectively than the conventional method. Biopolymers are used in variety of applications such as environmental remediation, adsorbent and antioxidant. Biopolymer is shown to be highly effective in the removal of potentially toxic elements and is seen to extract more than 40 mg PTE/g biopolymer.
Copyright © 2021 Elsevier Ltd. All rights reserved.","A. Kartik, D. Akhil, D. Lakshmi, Kannappan Panchamoorthy Gopinath, J. Arun, R. Sivaramakrishnan, A. Pugazhendhi",10.1016/j.biortech.2021.124868,https://doi.org/10.1016/j.biortech.2021.124868,Bioresource Technology,120,2021,no,The context appears to be more general environmental remediation rather than specifically industrial wastewater treatment.,maybe,The abstract mentions wastewater cultivation but does not specify if the focus is on industrial or municipal/domestic wastewater.,no,"The study mentions PTEs but does not specify which metals are included, making it impossible to confirm if target metals are included.",no,"While microalgae is discussed, the focus appears to be on biopolymer production and extraction rather than using microalgae directly as biosorbents for metal removal.",yes,"The study explicitly includes microalgae as one of the main components, comparing it with seaweed strains.",no,"The abstract mentions some quantitative data, but these are not specifically for biosorption performance metrics like removal efficiency or adsorption capacity for metals.",no,"The study appears to be a literature review rather than an experimental investigation, as it discusses various methods and results but does not present new experimental data.",no,"The abstract only mentions ""potentially toxic elements"" (PTE) in general terms without specifying which metals are studied, and there is no explicit mention of copper or other target metals.",Include,"The study primarily focuses on biopolymer production from algae, lacking specific details about metal biosorption, target metal identification, and industrial wastewater treatment context. While microalgae is mentioned, the research does not align closely with the required screening criteria for metal removal and industrial applications. Consequently, the paper appears to be more of a general review of biopolymer extraction methods rather than a targeted investigation of metal biosorption.",2.7
